FNAME,LNAME,GENDER,TELNO,BIRTHDATE,IDNUMBER,CITY,TOWN
RAHŞAN,ÖZTÜRK,F,5474716095,1996-07-10,26143117423,ANKARA,BALA
FERRUH,KARPUZ,M,5373785030,1954-01-31,37444623489,RIZE,IKIZDERE
OKAN,VEZİROĞLU BİRDANE,M,5401391687,2009-10-06,81786704255,ARDAHAN,MERKEZ
NAZLI,OFLAZ,F,5446974265,1955-07-30,78302498350,KASTAMONU,TASKÖPRÜ
ALTEMUR,TARLAN,M,5599815524,1986-01-04,79342908843,ÇORUM,LAÇIN
ECMEL,SEVİNÇ,M,5438867076,1991-04-08,86415165051,ARTVIN,ARHAVI
MÜBAREK,ÖZBEK,M,5301425199,1962-12-01,63995814317,SIIRT,BAYKAN
BAĞDAGÜL,EROĞLU,F,5489080175,1979-07-03,31665161125,BALIKESIR,BANDIRMA
ŞADAN,TOPAK,M,5386186371,1974-12-25,79327869487,SIIRT,SIRVAN
İŞIN,HEPKAYA,F,5376330793,1995-06-26,69082920872,DIYARBAKIR,YENISEHIR
BERVA,DOĞAN,F,5458710507,1957-09-04,39742930392,ELAZIG,KEBAN
GAZANFER,AKSOY,M,5441363681,2023-06-16,14367264210,DIYARBAKIR,ERGANI
CAN,AKDEMİR,M,5374788409,1999-12-23,50313710394,MANISA,SOMA
YELİZ,UYGUR,F,5352608103,2016-05-27,59917567353,KASTAMONU,AZDAVAY
FUAT,IŞIK,M,5567625837,1978-11-17,61003202226,OSMANIYE,DÜZIÇI
PAKİZE,UYAR,F,5370045751,2023-09-30,23385073596,IZMIR,ALIAGA
ŞADAN,TOPAK,M,5586314545,2016-06-03,88471418555,KOCAELI,KARAMÜRSEL
KILIÇ,DOĞAN,M,5301204785,1991-02-11,87871777518,ANTALYA,KEPEZ
ŞAHİNALP,KIYAK,M,5534830889,1944-09-12,51030617642,KASTAMONU,ABANA
ÇAĞLA,KAYA,F,5469724529,1959-10-20,59494859767,BURSA,ORHANGAZI
KEREM,TANTEKİN,M,5386557018,1945-06-17,21050933389,YALOVA,ÇINARCIK
RAHŞAN,ÖZTÜRK,F,5408366040,1943-02-20,38921555539,SAMSUN,ALAÇAM
KEREMŞAH,KARAALP,M,5457267574,1962-02-19,46276422429,BARTIN,ULUS
LEMAN,DEMİRTAŞ,F,5322290964,1979-07-23,41720767690,ANKARA,ALTINDAG
DESTE,ÜZER,F,5419452881,1968-09-16,43052373363,HAKKARI,YÜKSEKOVA
TAKİ,KARAKAYA,M,5418807571,2006-07-18,76766646921,GAZIANTEP,NIZIP
FÜSUN,YILDIRIM,F,5411036533,2004-05-24,57376104306,SIVAS,GÜRÜN
ZEHRA,KARAMANLI,F,5592191815,1938-04-22,24742945618,KÜTAHYA,ÇAVDARHISAR
HAŞİM,IŞIKALAN,M,5573739526,1987-11-30,54131076939,KONYA,SEYDISEHIR
CANSEL,TURGUT,F,5457072037,2023-01-14,32618116286,ANTALYA,IBRADI
KAMRAN,KAYAOĞLU,M,5301886159,2012-01-16,26980710170,ÇANKIRI,SABANÖZÜ
AYKAN,DÜZ,M,5465283779,2018-01-18,35224718734,AFYONKARAHISAR,ÇAY
ŞENAY,DEMİRHAN,F,5310962509,2008-02-09,34184356133,BALIKESIR,ERDEK
MUTLU,KÜTÜK,M,5442283301,2004-10-07,17965910944,TOKAT,ERBAA
BELEMİR,GÜMÜŞAY,F,5370285536,1987-01-19,35016957468,KONYA,SELÇUKLU
VAKIF,IŞIKLI,M,5415640739,2010-10-11,67895350155,MANISA,TURGUTLU
FERİDE,ÖZÇELİK ORAL,F,5439997372,1957-07-20,88842601982,KOCAELI,KÖRFEZ
RÜÇHAN,BALAL,M,5559239519,1931-10-05,27479794087,IZMIR,KIRAZ
HUZEYFE,ÖZTÜRK,M,5374512098,2015-06-27,13483567479,DÜZCE,AKÇAKOCA
HAKEM,BOLAT,M,5438278505,2008-06-29,53045627725,KASTAMONU,DOGANYURT
PİRAYE,UZUN,F,5513798629,1969-08-03,80739911219,MERSIN,YENISEHIR
SONER,SARIKAYA,M,5361291591,1988-05-06,82541274735,BURSA,GÜRSU
TURANŞAH,TAŞ,M,5428625599,1960-08-02,13012555905,ADANA,YÜREGIR
LEVENT,ASOĞLU,M,5500891023,1991-11-28,10137280964,EDIRNE,ENEZ
İNAYETULLAH,KARÇİN,M,5572483035,1981-03-14,35346273541,ESKISEHIR,SARICAKAYA
FATMA,KARAMAN,F,5306885333,2019-03-15,59295208570,MERSIN,ÇAMLIYAYLA
AYKUT,DİLEK,M,5301047407,1940-11-14,16051129802,MUS,VARTO
GÖKBEN,ATAY,F,5366349974,1952-11-27,11903841098,SANLIURFA,HARRAN
YILDIZ,TOPALOĞLU,F,5592183536,1993-06-09,37717901169,AGRI,TASLIÇAY
RİFAT,AKSUN,M,5599466868,1981-01-25,17159676782,BINGÖL,ADAKLI
DİLRUBA,ERGE,F,5478656981,2012-07-31,64899028330,ANTALYA,KUMLUCA
ŞEMSEDDİN,CANBAZ,M,5308217845,1966-09-16,21235297848,YOZGAT,BOGAZLIYAN
HÜSEYİN,BALSAK,M,5594450470,1967-09-08,43913010942,BALIKESIR,BANDIRMA
DÖNDÜ,ERDOĞAN,F,5304749308,2006-10-05,87319130434,ORDU,AKKUS
CEVAT,CİMBEK,M,5572378315,1946-08-28,24388725316,BURDUR,GÖLBASI
EFLAH,ÇINKIR,M,5371702545,2000-08-09,80571304350,ADIYAMAN,SINCIK
ŞERAFEDDİN,DEMİR,M,5426429053,2007-02-20,16399490209,AFYONKARAHISAR,EMIRDAG
ENGİN,BOZOĞLAN,M,5431520739,1952-02-08,55425877598,KAYSERI,GÖLBASI
SEHER,İLKAY,F,5440589747,1960-06-18,47645451858,GIRESUN,TIREBOLU
KADEM,YILMAZ,M,5436462851,1985-12-21,82209398662,BURDUR,GÖLBASI
SEVİNÇ,KILIÇ,F,5496305352,1946-01-29,37119009858,BATMAN,MERKEZ
MÜMTAZ,ALBAYRAK,M,5512687716,1930-10-06,13964671217,ELAZIG,ARICAK
NÜKHET,CEYLAN,F,5368498621,1951-11-09,85888220079,KARS,AKYAKA
NESRİN,BIÇAKÇI,F,5387797949,1949-07-28,53133199338,ESKISEHIR,TEPEBASI
HANDESU,MERCAN,F,5444642882,1981-02-26,79451738014,MANISA,ALASEHIR
NİHAT,GENÇ,M,5333452377,1980-12-01,75749361632,TRABZON,VAKFIKEBIR
PETEK,YILMAZ,F,5496004135,1939-12-23,42416823502,EDIRNE,ENEZ
FERMAN,AKŞAHİN,M,5533689852,2011-12-26,34189430194,SIVAS,KANGAL
BERKAN,KÖŞKER,M,5438417026,2002-04-21,28897375063,GÜMÜSHANE,KÜRTÜN
ŞELALE,ÖZKAN,F,5378045603,1981-01-25,64540138767,ISTANBUL,ESENLER
BARIN,SULHAN,M,5318317738,1988-10-20,57477174345,KONYA,DERBENT
MİRKELAM,YILMAZ,M,5519626132,1940-04-11,26777867604,ANKARA,SEREFLIKOÇHISAR
AŞKIN,KURT,M,5365452044,1981-10-03,22549272774,TOKAT,BASÇIFTLIK
İHVAN,ŞEN,M,5417856132,1995-07-09,36292019776,HATAY,HASSA
SERTAÇ,KARSLI,M,5412987465,1942-12-06,45336191429,AYDIN,GERMENCIK
NİHAN,KAYA,F,5565289932,1940-12-15,36954282954,KONYA,GÜNEYSINIR
ÖZGE,ÇELİK,F,5569936565,1936-02-19,76179180593,ELAZIG,BASKIL
ENVER,DEĞİRMENCİ,M,5466834328,1980-12-20,13583155067,USAK,BANAZ
ESER,KARAHAN,F,5501689754,1971-09-24,37599028883,AFYONKARAHISAR,MERKEZ
İKRİME,YAZICI EROL,M,5335199816,1949-07-26,74580262174,KIRSEHIR,BOZTEPE
GÜLNAZ,CENGİZ,F,5471711806,1936-08-05,57424726416,BOLU,DÖRTDIVAN
ANKA,SELVİ,F,5522480659,1977-05-26,78632748869,MANISA,SARIGÖL
HASAN,SAĞLAM,M,5516103787,2005-06-24,57667993902,GAZIANTEP,NIZIP
KERAMET,ÇELİK,M,5352750267,1953-08-28,28877041837,MANISA,AHMETLI
ZÜBEYR,TEN,M,5351381169,2018-12-15,66918152946,GIRESUN,BULANCAK
ZEKİYE,SADİ AYKAN,F,5591211784,2006-12-19,27397153180,KONYA,KARATAY
CANİB,DEMİRÖZ,M,5317761044,1972-04-17,83356657582,IZMIR,ÇIGLI
MUSLİH,CELİLOĞLU,M,5302479549,1933-11-05,65404360968,ORDU,AKKUS
MUKTEFİ,ULUSOY,M,5435067755,1939-02-06,33252048563,ELAZIG,PALU
TİMUR,BEKTAŞ,M,5533183569,1999-08-28,45052000083,SINOP,DURAGAN
MERYEM,USTA GÜÇ,F,5553169894,1930-06-01,27508771445,MALATYA,GÖLBASI
CİVAN,KARACA,M,5431981376,1945-09-12,88887995961,BURSA,YENISEHIR
VAKUR,YACI,M,5483396995,1938-02-27,74163350980,KARS,ARPAÇAY
HÜRMÜZ,OLPAK,F,5475235343,2015-10-07,15944839953,IZMIR,DIKILI
VUSLAT,ÖZMEN SÜNER,F,5343261390,1972-05-29,29125596226,BURDUR,ÇAVDIR
AYKAL,TAHTACI,F,5541925465,1973-08-10,17750928442,KAHRAMANMARAS,NURHAK
PETEK,YILMAZ,F,5558340153,1982-10-15,72812539073,HATAY,KUMLU
SUNAY,AKDOĞAN,F,5486205918,1996-03-21,25451759038,RIZE,IKIZDERE
PARLA,AKDUMAN,F,5467883332,1991-10-20,57884924210,ESKISEHIR,MIHALGAZI
HAYAT,BİÇER,F,5321356687,1935-09-04,29156297664,KOCAELI,KANDIRA
PELİN,TÜLPAR,F,5330395775,2021-05-24,10720810471,MUGLA,KAVAKLIDERE
DENİZ,YILDIZ,F,5398761417,2012-07-05,49780924060,ANTALYA,KUMLUCA
SERDAR,AKPINAR,M,5406106897,1981-03-01,30295927943,ÇANKIRI,SABANÖZÜ
GÖKÇE,YARAR,F,5302299333,1973-04-16,54660057647,KARAMAN,BASYAYLA
KALENDER,YÜKSEL,M,5301975233,1972-12-26,59453708005,BITLIS,ADILCEVAZ
MUHTAR,ALAN,M,5401303969,2014-07-28,64906737967,KIRKLARELI,MERKEZ
İKRİME,YAZICI EROL,M,5478074095,1945-10-22,62312201018,MUGLA,BODRUM
KABİL,KIRBAŞ,M,5456859847,1962-05-28,12260061837,ÇORUM,MECITÖZÜ
NALAN,AKTAŞ,F,5344973488,1984-04-08,79760685088,ANKARA,AYAS
SEZGİN,GÖRMELİ,M,5431068701,1995-07-12,37514057132,KÜTAHYA,GEDIZ
NEJAT,DOĞAN,M,5531236493,1937-09-23,16402007449,SIVAS,GEMEREK
LALE,YALÇIN,F,5338587973,1963-10-25,50422222794,ORDU,KABADÜZ
NİHAL,KIZILTEPE,F,5410320183,2007-10-09,59213807806,KARS,SUSUZ
SEMRA,EVİK,F,5478292550,1967-03-16,58397020208,ANKARA,AKYURT
VERDA,BOZKURT,F,5392262756,2011-01-01,13823349700,GÜMÜSHANE,KÜRTÜN
VERDA,BOZKURT,F,5478951261,2009-07-29,65663669947,TEKIRDAG,GÖLBASI
ARYA,IŞIK,F,5589242578,1994-01-31,57955775123,ISPARTA,YALVAÇ
SEYYİD,DÖKMECİ,M,5450621909,1990-03-30,36712805615,AFYONKARAHISAR,DINAR
OZAN,DALYAN CİLO,M,5388405940,1994-06-10,35544548176,TRABZON,YOMRA
ŞEHLEVENT,ÖNCEL,M,5464702029,2019-08-05,73724862770,TRABZON,YOMRA
ELİF,ONUK,F,5469051081,2022-01-11,13340112424,BALIKESIR,MANYAS
GÜLGÜN,GEDİK YILMAZ,F,5400779295,1979-02-15,30775481613,BURDUR,GÖLHISAR
ŞEVVAL,DEMİRAY,F,5335279988,2013-04-23,40179753455,YALOVA,TERMAL
VESİLE,ÖNEY KURNAZ,F,5442859728,1966-09-09,15499884632,EDIRNE,MERIÇ
ZEYNEP,YURTLU,F,5535337285,1940-09-22,83371268399,TRABZON,OF
NECDET,AÇIKGÖZ,M,5373505730,1993-04-22,67393959356,ADIYAMAN,KAHTA
SERTAP,ÇİMEN,F,5512007662,1954-10-29,11232225508,KONYA,HALKAPINAR
SUZAN,ÖZÇELİK,F,5511545313,1988-03-04,16342351582,KAYSERI,MELIKGAZI
KADÎR,ÇETİN,M,5351101361,1966-03-29,11966221999,DIYARBAKIR,DICLE
HACİB,VATANSEVER,M,5575365413,2007-05-10,47540927582,ARTVIN,BORÇKA
ERGÜN,KARAKILIÇ,M,5460791165,1930-09-22,89632187584,DIYARBAKIR,KAYAPINAR
HAYALİ,GÜNGÖR,M,5431743456,2014-05-12,51827911076,GÜMÜSHANE,KÖSE
KEŞŞAF,ATASOY,M,5304183324,1968-05-07,25868014015,ADANA,SARIÇAM
JULİDE,BAŞER,F,5368574749,2005-03-13,87885479288,SAKARYA,AKYAZI
HİLAL,ALIMLI,F,5360324609,2007-09-28,12693836920,SINOP,DIKMEN
MAHMUD,YILMAZ,M,5519891085,1995-09-15,89398365957,TRABZON,BESIKDÜZÜ
SEDEF,ALKURT KAYIKÇI,F,5444307223,2016-07-31,40249565480,ANKARA,YENIMAHALLE
MÜJDE,KARAKOYUN,F,5533296688,1943-10-15,85684781945,BALIKESIR,GÖLBASI
BEHNAN,KARACAN ERŞEKERCİ,M,5359039003,1989-06-07,27829281867,BALIKESIR,HAVRAN
İKRİME,YAZICI EROL,M,5352873238,1935-07-19,10001795377,AMASYA,TASOVA
ÇAĞLA,KAYA,F,5320711102,1961-06-10,89507744730,ÇANKIRI,BAYRAMÖREN
REZZAN,DUYSAK,F,5440676864,1973-09-27,27360430922,AYDIN,DIDIM
FAZLI,ÇELİKER,M,5395122478,1993-12-17,48000049394,HATAY,ERZIN
FUNDA,KILAÇ,F,5353227499,2013-05-16,21765465227,RIZE,IYIDERE
ÖKTEM,KARADAĞ GEÇGEL,M,5572458097,1994-06-17,49326316870,HATAY,ALTINÖZÜ
ANKA,SELVİ,F,5308083714,1988-03-25,17249089850,ARTVIN,YUSUFELI
HAYDAR,KARAGÖZ,M,5554175705,1944-01-11,36449454564,KARAMAN,AYRANCI
REHA,CANSEVER,M,5413989697,1961-10-01,77594149238,DIYARBAKIR,KOCAKÖY
SEMA,UĞUZ,F,5538989811,2022-01-31,81732292114,ANKARA,KALECIK
MUTLU,KÜTÜK,M,5315682546,2018-07-28,70636558923,KASTAMONU,ABANA
VECİT,KÜÇÜKGÖNCÜ,M,5360912422,2014-10-05,66087246793,DÜZCE,YIGILCA
UYGU,TÜLÜCE,F,5565302064,1959-04-04,77053369711,ADANA,ÇUKUROVA
İPEK,ŞATIR ERTEM,F,5536199238,1980-06-19,86984766823,KAYSERI,INCESU
RAMAZAN,OCAK,M,5505165236,1942-07-17,26517988890,BURSA,YENISEHIR
FAYSAL,DİLLİ,M,5459299372,2005-12-03,25464438436,HATAY,KIRIKHAN
ORHAN,GÜLER,M,5366019408,1982-07-28,65503245477,ELAZIG,KEBAN
DAHİ,BÜYÜKTAŞ,M,5507256195,1935-12-08,66752114933,SIVAS,HAFIK
CEVAT,CİMBEK,M,5320267678,1942-02-18,68947563513,HATAY,KUMLU
NİHAN,KAYA,F,5541232775,1974-01-11,84980522623,KAYSERI,KOCASINAN
HAKAN,GÜRBOSTAN,M,5469845621,2013-11-29,27485118373,ANTALYA,KUMLUCA
NABİ,TÜFENK,M,5368581492,1962-03-01,57991181105,KARS,ARPAÇAY
NECDET,AÇIKGÖZ,M,5494593849,1939-11-23,20660047585,BURSA,GEMLIK
İZEL,ÇİPE,F,5365756473,2000-01-27,15796600013,ARDAHAN,POSOF
HALUK,OLGAÇ,M,5343955051,1954-08-11,12134272497,MANISA,DEMIRCI
NÜZHET,AVSEREN,M,5384202268,1986-01-20,33952715440,KARABÜK,ESKIPAZAR
SEHER,İLKAY,F,5490566834,2007-09-01,62460853087,ANKARA,GÖLBASI
EMEL,AKCAN ATASOY,F,5356398302,1935-07-21,15504730268,MALATYA,ARAPGIR
MÜGE,SARİ,F,5411703737,1946-08-06,79637506649,ADIYAMAN,TUT
FURKAN,KÖKSAL,M,5303504019,1982-08-16,14828915395,DENIZLI,TAVAS
KELEŞ,GÜNDÜZ,M,5332272660,1999-01-23,14584116658,ARTVIN,ARDANUÇ
İDİL,KULAK GEDİK,F,5496632167,2003-03-04,77278755479,BALIKESIR,BURHANIYE
NECİH,YAĞCI,M,5502594191,1960-10-26,21416977446,ADIYAMAN,GÖLBASI
DESTAN,ERASLAN,F,5319322218,1963-03-18,49297160747,DENIZLI,ÇIVRIL
KEREM,TANTEKİN,M,5310184140,2005-04-10,41177441628,BURDUR,ÇELTIKÇI
GONCA,TÜFEKÇİ,F,5471671587,1999-03-14,83537392037,VAN,BAHÇESARAY
MURAT,KOÇARSLAN,M,5483424825,1963-10-07,51499051508,YOZGAT,SEFAATLI
UBEYDULLAH,KARAHAN,M,5573514721,2002-05-03,13455100875,KÜTAHYA,SIMAV
DEMET,BODUROĞLU,F,5320606058,1989-10-06,38066067288,RIZE,IKIZDERE
TARIK,ÖZALP,M,5442179353,1998-10-06,17902070070,KARAMAN,KAZIMKARABEKIR
ŞENGÜL,ASLANKARA,F,5407088464,1999-04-14,48596840064,ARDAHAN,DAMAL
CEREN,ALDİNÇ,F,5542463374,2002-04-22,69840075350,DÜZCE,CUMAYERI
KADRİYE,GÖZKAYA,F,5515230668,1954-04-07,67484596699,IZMIR,BEYDAG
MAHMUD,YILMAZ,M,5540330389,1954-10-31,32090235588,KONYA,DERBENT
CİVAN,KARACA,M,5418636458,2004-11-26,22769485119,YOZGAT,AKDAGMADENI
PERVİN,ÇETEMEN,F,5570156070,1984-11-13,29469451515,KÜTAHYA,MERKEZ
HALE,TÖNGE,F,5301652425,1991-08-14,67100313703,BALIKESIR,DURSUNBEY
MUHARREM,KARADENİZ,M,5309583355,1994-03-26,19577614692,KILIS,MUSABEYLI
CÜBEYR,ÖZKURT,M,5329237592,1938-08-31,48835771803,IZMIR,ÇIGLI
CANDAR,İÇBAY,M,5398337918,1974-12-18,24041246755,ERZURUM,UZUNDERE
ALİŞİR,YILDIRIM,M,5584258894,1957-07-15,36982326824,KONYA,MERAM
AYREN,ÖZTÜRK,F,5376676181,1980-08-05,48141181161,VAN,BASKALE
SEVTAP,SARP,F,5458121437,1997-02-02,18866689045,BOLU,GEREDE
HÜRREM,BOLAT,F,5416805668,1935-04-19,75421544360,ERZURUM,TORTUM
HÜDAYİ,ORHAN,M,5428021295,1987-10-28,59514746812,ADANA,CEYHAN
NAMDAR,YÜCEL,M,5584002680,2002-05-12,33454701315,IZMIR,KEMALPASA
SADULLAH,YUMURTAŞ,M,5439578578,1954-11-06,19447149775,KARS,SUSUZ
MERİÇ:,ÜNAL,F,5466755568,1957-08-26,73443053987,SIIRT,ERUH
LERZAN,AKASLAN,F,5367709690,1952-06-06,39964901669,TUNCELI,MAZGIRT
ULVİYE,AYTEKİN,F,5375590434,1961-08-04,47458358788,MUGLA,KAVAKLIDERE
CELAL,İNCE,M,5544006453,1939-11-05,40841434211,USAK,SIVASLI
TUNAY,ÖZKAN,F,5361783141,1996-10-25,77141008368,KONYA,HADIM
NEVİN,KARA,F,5501057803,1969-04-04,34351195332,RIZE,GÜNEYSU
SEMA,UĞUZ,F,5595962457,1951-08-28,44726876141,ÇANAKKALE,GELIBOLU
LEVNİ,KHALİL,M,5467150164,1949-05-18,16147330069,TOKAT,NIKSAR
KERAMİ,ORHAN,M,5509182003,1930-01-05,32349722189,RIZE,GÜNEYSU
CÜNEYT,ALTUN,M,5517847285,2009-08-01,56766195096,ANKARA,SINCAN
GÜNNUR,ÖZDOĞAN,F,5481749855,2000-02-17,81203514276,KARS,ARPAÇAY
FAZLI,ÇELİKER,M,5326913716,2009-06-17,49416875985,HATAY,DÖRTYOL
ÇEŞMİNAZ,ÖNER,F,5435291792,1974-08-23,89984482164,NIGDE,BOR
AÇELA,KANDEMİR,F,5436146416,1960-03-06,76884837573,ERZURUM,NARMAN
ATALAY,KOCAKAYA ALTUNDAL,M,5399899329,1995-07-20,30746857875,KAHRAMANMARAS,PAZARCIK
İLGIN,ŞAHİN,F,5464733733,1945-11-12,22204991988,BURSA,KESTEL
HÜDAVENDİGAR,MESCİ HAFTACI,M,5374573824,2010-02-20,24754676466,HATAY,YAYLADAGI
TACİ,SÖZEN,M,5520484264,1963-09-01,70735122720,KASTAMONU,CIDE
KEY,TUNCER,M,5303749542,1937-11-17,17986051082,KAYSERI,GÖLBASI
VAHİDE,GÖZAÇAN,F,5379726213,1951-05-13,39213863896,GAZIANTEP,SAHINBEY
İLKSEN,DEMİRTAŞ,F,5483544736,1931-10-06,85511191855,ISTANBUL,SARIYER
MÜJDAT,AKIN,M,5440652141,1959-11-22,11626901691,DENIZLI,SERINHISAR
VİLDAN,KÖYLÜ,F,5307373546,1936-11-06,88244625806,RIZE,KALKANDERE
KADÎR,ÇETİN,M,5460485669,2010-08-05,27063033932,ÇANKIRI,ÇERKES
CANSEL,TURGUT,F,5436225559,2001-02-13,58399019682,DIYARBAKIR,ÇÜNGÜS
TACİ,SÖZEN,M,5431310806,2000-03-29,47095627823,ORDU,ÇAMAS
İLKNUR,ELLİALTI,F,5463596992,1946-06-17,82679421527,KÜTAHYA,PAZARLAR
ZÜBEYR,TEN,M,5413653976,1988-04-12,55316095096,GIRESUN,SEBINKARAHISAR
BEKTAŞ,ÇELİK,M,5387302186,2008-06-05,28094875900,AMASYA,GÖYNÜCEK
BERKİN,ÇELİK,M,5580046136,1962-05-01,19322557220,DÜZCE,MERKEZ
FUAT,IŞIK,M,5402339589,2022-04-04,56916965933,SIVAS,GEMEREK
HABİL,ŞAHİN,M,5433531485,1992-10-22,72188861847,BILECIK,GÖLPAZARI
GÜNAY,AKYOL,F,5498363359,2001-10-14,54473918164,KIRKLARELI,MERKEZ
SILA,KÖSE,F,5529244648,1947-11-13,42994921373,BARTIN,AMASRA
MÜJDAT,AKIN,M,5547597798,1959-10-08,20522503900,TRABZON,MAÇKA
KİRAM,ÖZDEMİR,M,5517401879,1979-07-07,55798988300,BURDUR,ÇAVDIR
SAFA,AYKAN,M,5513625520,1964-10-02,43832669618,BURSA,BÜYÜKORHAN
ZEKERİYYA,AKYILMAZ,M,5395230569,2001-08-20,30565929624,ÇANKIRI,SABANÖZÜ
MISRA,AYDINER,F,5506587903,1943-02-04,46701988866,BARTIN,MERKEZ
HANZADE,SİĞA,F,5473698431,2018-03-26,44646681615,DÜZCE,AKÇAKOCA
HİLMİ,KARA,M,5551083045,1985-12-22,54707020578,ISTANBUL,ZEYTINBURNU
ALPEREN,YAKAR,M,5499465791,1962-12-26,85876525609,MUGLA,KÖYCEGIZ
PERVİN,ÇETEMEN,F,5318222471,2006-11-10,54145735625,YOZGAT,ÇAYIRALAN
SENAY,GENÇ TALAS,F,5493896505,1961-11-03,60530208261,KARAMAN,SARIVELILER
HURŞİD,IŞIK,M,5512773312,1994-03-28,15389587972,IZMIR,MENDERES
ÜSAME,ÖNAL MUSALAR,M,5479913862,1953-10-04,20288123927,BAYBURT,AYDINTEPE
ZAFİR,YILMAZ GELEBEK,M,5329030102,2015-12-25,84294546091,ISTANBUL,SANCAKTEPE
REYHAN,BULUR,F,5554392657,1974-10-03,15080232503,USAK,KARAHALLI
YELİZ,UYGUR,F,5471998382,1957-12-25,52038641217,ÇANKIRI,ÇERKES
HAKKI,DEĞİRMENCİ AKAR,M,5388041766,1981-11-23,44491757049,IGDIR,TUZLUCA
ÖKTEM,KARADAĞ GEÇGEL,M,5378465334,1952-04-10,10599291531,DIYARBAKIR,DICLE
NECATİ,KIRASLAN,M,5561926705,1953-05-29,56784657614,MUS,MERKEZ
MÜŞİR,AYHAN,M,5598067178,1936-08-11,14183630811,KAHRAMANMARAS,TÜRKOGLU
HANZADE,SİĞA,F,5392410896,2013-02-05,84946834883,KÜTAHYA,ASLANAPA
FEDAİ,BÜLBÜL,M,5433395828,1934-11-26,57822852345,ANTALYA,GAZIPASA
MÜJDAT,AKIN,M,5493620456,1962-10-15,65954443789,ISTANBUL,PENDIK
ÜMMİYE,BULUT,F,5340206703,1977-03-13,50551956125,MUGLA,ORTACA
DAİ,SERTKAYA,M,5430884522,1973-07-17,51277393498,ERZURUM,HINIS
İŞIL,GÜNEY KOCABAŞ,F,5426373383,1930-09-08,19043903184,TOKAT,BASÇIFTLIK
SUZAN,ÖZÇELİK,F,5528446515,1972-03-12,74676782728,ANTALYA,IBRADI
ZAFİR,YILMAZ GELEBEK,M,5322217723,1973-10-24,70944915936,MANISA,SALIHLI
RUHSAR,DEMİREL,F,5547839934,2011-02-25,47449841035,YOZGAT,YENIFAKILI
FERİHA,BABUŞ,F,5414642663,1962-01-12,20379712098,KONYA,ÇUMRA
DUYGU,ÖĞÜT AYDIN,F,5404898651,1983-01-08,74356354035,MANISA,KULA
TANER,ERSOY,M,5330909166,2004-02-24,78233973001,SIVAS,GEMEREK
NİLGÜN,AMİROVA UÇAN,F,5415831109,1992-08-30,73658486224,DENIZLI,SARAYKÖY
RIDVAN,BAYAM,M,5403686433,1955-04-15,33990396724,AYDIN,GERMENCIK
SELAMİ,AKYOL,M,5476410421,1948-07-19,32646100597,ESKISEHIR,HAN
KAMRAN,KAYAOĞLU,M,5570345015,2003-10-18,80762011317,ORDU,GÜLYALI
HİLMİ,KARA,M,5413770350,1984-04-10,77715156405,ERZURUM,OLTU
MEHTAP,ÖNDER SİVİŞ,F,5385888613,2003-02-26,40840479810,HATAY,ISKENDERUN
GÖZDE,ARSLAN KAŞDOĞAN,F,5352495793,1969-10-24,16599959091,ANTALYA,DÖSEMEALTI
NİHAL,KIZILTEPE,F,5352050390,1958-01-12,34048907468,YALOVA,TERMAL
GÜNSELİ,DÜZKALIR,F,5303672799,1982-10-11,80304688562,BURDUR,YESILOVA
CEZMİ,DAM,M,5516557284,1946-01-14,84442783444,AFYONKARAHISAR,DINAR
BİŞR,HODJAOGLU,M,5586384829,1988-01-03,25629499210,DÜZCE,KAYNASLI
HALİL,YANCAR,M,5475127549,1961-01-22,68181908070,ISTANBUL,ZEYTINBURNU
BERRE,SEZER,F,5453731262,1988-04-25,75933142543,KOCAELI,IZMIT
RÜYA,YENİN,F,5514446323,1993-02-09,63225210334,DENIZLI,HONAZ
TAYFUR,EVRENOS,M,5441715872,2000-01-02,89074175514,ÇANAKKALE,LAPSEKI
MELDA,BAYMAK,F,5302427049,1942-10-13,70851227728,MUGLA,YATAGAN
İLAYDA,KILIÇ YILDIRIM,F,5541079536,1945-06-02,19932687938,IGDIR,MERKEZ
İLHAMİ,BAYRAMOĞLU,M,5527497966,1959-06-21,44745501698,ERZURUM,YAKUTIYE
FAHREDDİN,ÖZDEMİRKIRAN,M,5367314279,2008-12-21,41830986536,YOZGAT,SARAYKENT
SEYMEN,AYDIN,M,5487144419,1973-10-11,12976490543,BINGÖL,GENÇ
MUHYİDDİN,KAYA,M,5372880616,1947-08-27,86908061913,MERSIN,GÜLNAR
PETEK,YILMAZ,F,5435158169,1930-06-06,30672824115,KIRIKKALE,BALISEYH
VESİLE,ÖNEY KURNAZ,F,5565192895,1949-12-02,11850723002,KIRIKKALE,KESKIN
KUDDUSİ,ONAR ŞEKERCİ,M,5557701527,1973-06-17,59136983052,OSMANIYE,MERKEZ
ÖYKÜ,POLAT ÇİÇEK,F,5569974877,1996-01-12,34599518023,DENIZLI,GÖLBASI
BEHREM,AYHAN,F,5489914235,1952-10-07,50571731349,KASTAMONU,INEBOLU
ŞECAEDDİN,ÖZÜAK,M,5418866100,1985-09-29,76271866435,ISTANBUL,ESENLER
VEFA,BALOĞLU,M,5559888410,1951-09-25,44075501554,IZMIR,BALÇOVA
MÜREN,YILDIRIM,M,5544913362,1951-09-30,22201959522,ISTANBUL,SISLI
